"","SRR1917326.count","SRR1917327.count","SRR1917328.count","SRR1917332.count","SRR1917333.count","SRR1917334.count","SRR1917338.count","SRR1917339.count","SRR1917340.count"
"hsa-miR-378d",1,0,0,0,1,0,0,0,2
"hsa-miR-378e",0,0,0,0,0,0,0,0,0
"hsa-miR-378f",0,0,0,0,0,0,0,0,0
"hsa-miR-378h",0,0,0,0,0,0,0,0,0
"hsa-miR-378i",0,0,0,0,0,0,0,0,0
"hsa-miR-378j",56,19,63,29,34,123,27,13,37
"hsa-miR-379-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-379-5p",0,0,0,0,0,0,0,2,0
"hsa-miR-380-3p",0,0,0,0,0,0,1,0,0
"hsa-miR-380-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-381-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-381-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-382-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-382-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-383-3p",8,4,6,4,7,3,4,2,1
"hsa-miR-383-5p",27,7,22,6,15,17,20,8,6
"hsa-miR-384",0,0,0,0,0,0,0,0,0
"hsa-miR-3907",0,0,0,0,0,0,0,0,0
"hsa-miR-3908",0,0,0,0,0,0,0,0,0
"hsa-miR-3909",0,0,0,0,0,0,0,0,0
"hsa-miR-3910",0,0,0,0,0,0,0,0,0
"hsa-miR-3911",0,0,0,0,0,0,0,0,0
"hsa-miR-3912-3p",173,59,94,104,54,88,96,53,62
"hsa-miR-3912-5p",35,13,19,15,11,15,18,4,10
"hsa-miR-3913-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3913-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3914",0,0,0,0,0,0,0,0,0
"hsa-miR-3915",0,0,0,0,0,0,0,0,0
"hsa-miR-3916",0,0,0,0,0,0,0,0,0
"hsa-miR-3917",0,0,0,0,0,1,0,0,0
"hsa-miR-3918",0,0,0,0,0,0,0,0,0
"hsa-miR-3919",0,0,0,0,0,0,0,0,0
"hsa-miR-3920",0,0,0,0,0,0,0,0,0
"hsa-miR-3921",0,0,0,0,0,0,0,0,0
"hsa-miR-3922-3p",4,0,2,0,2,3,0,0,1
"hsa-miR-3922-5p",2,0,16,15,6,3,2,0,0
"hsa-miR-3923",0,0,0,0,0,0,0,0,0
"hsa-miR-3924",0,0,0,0,0,0,0,0,0
"hsa-miR-3925-3p",72,38,73,24,48,56,57,34,74
"hsa-miR-3925-5p",26,12,21,21,12,21,16,9,16
"hsa-miR-3926",0,0,0,1,0,4,0,0,0
"hsa-miR-3927-3p",1,1,0,0,0,0,0,0,0
"hsa-miR-3927-5p",0,0,0,0,0,0,0,0,1
"hsa-miR-3928-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3928-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3929",103,7,20,3,7,14,4,2,9
"hsa-miR-3934-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3934-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3935",2,0,0,0,0,0,0,0,0
"hsa-miR-3936",0,0,0,0,0,0,0,0,0
"hsa-miR-3937",0,0,0,0,0,0,0,0,0
"hsa-miR-3938",0,0,0,0,0,0,0,0,0
"hsa-miR-3939",0,0,0,0,0,0,0,0,0
"hsa-miR-3940-3p",3,2,0,1,1,4,1,0,4
"hsa-miR-3940-5p",0,1,0,0,0,0,0,0,2
"hsa-miR-3941",0,0,0,0,0,0,0,0,0
"hsa-miR-3942-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3942-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3943",0,0,0,0,0,0,0,0,0
"hsa-miR-3944-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-3944-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-3945",301,131,267,131,85,238,193,125,198
"hsa-miR-3960",0,0,0,0,0,0,0,0,0
"hsa-miR-3972",0,0,0,0,0,0,0,0,0
"hsa-miR-3973",133,63,125,56,43,110,117,72,116
"hsa-miR-3974",0,0,0,2,0,0,1,2,0
"hsa-miR-3975",0,1,0,0,0,0,0,0,0
"hsa-miR-3976",138,34,13,257,137,491,117,289,269
"hsa-miR-3977",0,0,0,0,0,0,0,0,0
"hsa-miR-3978",0,0,0,0,0,0,0,0,0
"hsa-miR-409-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-409-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-410-3p",1,0,0,0,0,0,0,2,0
"hsa-miR-410-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-411-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-411-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-412-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-412-5p",0,0,0,1,0,0,0,0,0
"hsa-miR-421",21,7,19,4,2,14,3,6,4
"hsa-miR-422a",0,0,0,0,0,0,0,0,0
"hsa-miR-423-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-423-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-424-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-424-5p",1,1,0,0,3,4,1,0,0
"hsa-miR-425-3p",1,0,0,0,0,0,3,3,2
"hsa-miR-425-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4251",0,0,0,0,0,0,0,0,0
"hsa-miR-4252",21,9,9,4,5,8,5,7,10
"hsa-miR-4253",0,0,0,0,0,0,0,0,0
"hsa-miR-4254",0,0,0,0,0,0,0,0,0
"hsa-miR-4255",0,0,0,0,0,0,0,0,0
"hsa-miR-4256",0,0,0,0,0,0,0,0,0
"hsa-miR-4257",0,0,0,0,0,0,0,0,0
"hsa-miR-4258",0,0,0,0,0,0,0,0,0
"hsa-miR-4259",0,0,0,0,0,0,0,0,0
"hsa-miR-4260",0,0,0,0,0,0,0,0,0
"hsa-miR-4261",0,0,0,0,0,0,0,0,0
"hsa-miR-4262",0,0,0,0,0,0,0,0,0
"hsa-miR-4263",1,1,0,0,0,0,0,0,2
"hsa-miR-4264",0,0,0,0,0,0,0,0,0
"hsa-miR-4265",0,0,0,0,0,0,0,0,0
"hsa-miR-4266",0,0,0,0,0,0,0,0,0
"hsa-miR-4267",0,0,0,0,0,0,0,0,0
"hsa-miR-4268",0,0,0,0,0,1,0,0,0
"hsa-miR-4269",0,0,3,1,0,0,0,0,0
"hsa-miR-4270",9,2,5,4,1,7,5,0,1
"hsa-miR-4271",0,0,0,0,0,0,0,0,0
"hsa-miR-4272",0,0,0,0,0,0,0,0,0
"hsa-miR-4273",0,0,0,0,0,0,0,0,0
"hsa-miR-4274",0,0,0,0,0,0,0,0,0
"hsa-miR-4275",0,0,0,0,1,0,0,5,0
"hsa-miR-4276",0,0,0,0,0,0,0,0,0
"hsa-miR-4277",0,0,0,0,0,0,0,0,0
"hsa-miR-4278",0,0,0,0,0,0,0,0,0
"hsa-miR-4279",0,0,0,0,0,0,0,0,0
"hsa-miR-4280",0,0,0,0,0,1,0,0,0
"hsa-miR-4281",1,0,0,0,0,0,0,0,0
"hsa-miR-4282",0,0,0,0,0,0,0,0,0
"hsa-miR-4283",0,0,0,0,0,0,0,0,0
"hsa-miR-4284",12,1,0,2,0,8,7,7,2
"hsa-miR-4285",28,13,5,10,5,10,16,5,15
"hsa-miR-4286",0,0,0,0,0,0,0,0,0
"hsa-miR-4287",0,0,0,0,0,0,0,0,0
"hsa-miR-4288",0,0,0,0,0,0,0,0,0
"hsa-miR-4289",0,0,0,0,0,0,0,0,0
"hsa-miR-429",1,0,0,0,0,0,0,0,0
"hsa-miR-4290",72,20,38,55,23,43,35,29,36
"hsa-miR-4291",0,0,0,0,0,0,0,0,0
"hsa-miR-4292",8,9,1,15,32,35,29,16,29
"hsa-miR-4293",0,0,0,0,0,0,0,0,0
"hsa-miR-4294",60,19,8,11,7,25,8,27,39
"hsa-miR-4295",0,0,0,0,0,0,0,0,0
"hsa-miR-4296",0,0,0,0,0,0,0,0,0
"hsa-miR-4297",0,0,0,0,0,0,0,0,0
"hsa-miR-4298",0,0,0,0,0,0,0,0,0
"hsa-miR-4299",0,1,0,0,0,0,0,0,0
"hsa-miR-4300",1,0,0,0,0,0,0,0,0
"hsa-miR-4301",0,0,0,0,0,0,0,0,0
"hsa-miR-4302",0,0,0,0,0,0,0,0,0
"hsa-miR-4303",0,0,0,0,0,0,0,0,0
"hsa-miR-4304",0,0,0,0,0,0,0,0,0
"hsa-miR-4305",0,0,0,0,0,0,1,0,0
"hsa-miR-4306",0,0,0,0,0,0,0,0,0
"hsa-miR-4307",0,0,0,0,0,0,0,0,0
"hsa-miR-4308",0,0,0,0,0,0,0,0,0
"hsa-miR-4309",0,0,0,0,0,0,0,0,0
"hsa-miR-431-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-431-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4310",0,0,0,0,0,0,0,0,1
"hsa-miR-4311",63,22,32,37,19,86,45,16,22
"hsa-miR-4312",0,0,0,0,0,0,0,0,0
"hsa-miR-4313",0,0,0,0,0,0,0,0,0
"hsa-miR-4314",0,0,0,0,0,2,0,0,0
"hsa-miR-4315",8,3,3,11,5,11,3,2,3
"hsa-miR-4316",0,0,0,0,0,0,0,0,0
"hsa-miR-4317",0,0,0,0,0,0,0,0,0
"hsa-miR-4318",1,0,0,0,0,0,0,0,0
"hsa-miR-4319",0,0,0,0,0,0,0,0,0
"hsa-miR-432-3p",49,16,36,18,10,22,34,3,4
"hsa-miR-432-5p",36,10,16,23,8,18,26,20,18
"hsa-miR-4320",0,0,0,0,0,0,0,0,0
"hsa-miR-4321",0,0,0,0,0,0,1,1,0
"hsa-miR-4322",0,0,0,0,0,0,0,0,0
"hsa-miR-4323",0,0,0,0,0,0,0,0,0
"hsa-miR-4324",0,0,0,0,0,0,0,0,0
"hsa-miR-4325",0,0,0,0,0,0,0,0,0
"hsa-miR-4326",0,0,0,0,0,0,0,0,0
"hsa-miR-4327",0,0,0,0,0,0,0,0,0
"hsa-miR-4328",0,0,0,0,1,4,3,0,0
"hsa-miR-4329",0,0,0,0,0,0,0,0,0
"hsa-miR-433-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-433-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4330",25,17,77,29,24,31,21,10,12
"hsa-miR-4418",0,0,0,0,0,0,0,0,0
"hsa-miR-4420",0,0,0,0,0,0,0,0,0
"hsa-miR-4421",50,24,92,36,26,35,47,26,19
"hsa-miR-4422",43,7,6,9,7,10,7,1,8
"hsa-miR-4423-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4423-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4424",0,0,0,0,0,1,0,0,0
"hsa-miR-4425",30,16,52,14,13,11,30,6,23
"hsa-miR-4426",0,0,0,0,0,0,0,0,0
"hsa-miR-4427",0,0,0,0,0,0,0,0,0
"hsa-miR-4428",0,0,0,0,0,0,0,0,0
"hsa-miR-4429",0,0,0,1,0,0,0,0,0
"hsa-miR-4430",0,0,0,0,0,0,0,0,0
"hsa-miR-4431",1,0,0,0,0,0,0,0,0
"hsa-miR-4432",0,0,0,0,0,0,0,0,0
"hsa-miR-4433a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4433a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4433b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4433b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4434",0,0,0,0,0,0,0,0,0
"hsa-miR-4435",7,6,15,2,2,3,17,5,4
"hsa-miR-4436a",43,20,18,20,20,21,34,9,16
"hsa-miR-4436b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4436b-5p",0,1,0,0,0,0,0,0,0
"hsa-miR-4437",0,0,0,0,0,0,0,0,0
"hsa-miR-4438",0,0,0,0,0,0,0,0,0
"hsa-miR-4439",0,0,0,1,0,0,0,0,0
"hsa-miR-4440",0,0,0,0,0,0,0,0,0
"hsa-miR-4441",0,0,0,0,0,0,0,0,0
"hsa-miR-4442",0,0,0,0,0,0,0,0,0
"hsa-miR-4443",2,4,1,3,0,5,2,0,2
"hsa-miR-4444",1,0,0,0,0,0,0,0,0
"hsa-miR-4445-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4445-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-4446-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4446-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4447",0,0,0,0,0,0,0,0,0
"hsa-miR-4448",0,0,0,0,0,0,0,0,0
"hsa-miR-4449",0,0,0,0,0,0,0,0,0
"hsa-miR-4450",1,0,0,0,0,0,0,0,0
"hsa-miR-4451",0,0,0,0,0,0,0,0,0
"hsa-miR-4452",0,0,0,0,0,0,0,0,0
"hsa-miR-4453",0,1,0,0,0,0,0,0,0
"hsa-miR-4454",2269,1374,1016,449,361,1805,809,356,575
"hsa-miR-4455",0,0,0,0,0,0,0,0,0
"hsa-miR-4457",0,0,0,0,0,0,0,0,0
"hsa-miR-4458",0,0,0,0,0,0,0,0,0
"hsa-miR-4460",0,0,0,0,0,0,0,0,0
"hsa-miR-4462",49,16,42,33,18,26,34,10,14
"hsa-miR-4463",0,0,0,1,0,0,0,0,0
"hsa-miR-4464",0,0,0,0,0,0,0,0,0
"hsa-miR-4465",0,0,0,0,0,0,0,0,0
"hsa-miR-4466",0,0,0,0,0,0,0,0,0
"hsa-miR-4467",0,0,0,0,0,0,0,0,0
"hsa-miR-4468",201,88,192,78,75,160,131,91,149
"hsa-miR-4469",159,71,131,69,57,109,124,75,118
"hsa-miR-4470",0,0,0,0,0,0,0,0,0
"hsa-miR-4471",174,12,47,3,15,38,10,4,24
"hsa-miR-4472",0,0,0,0,0,0,0,0,0
"hsa-miR-4473",41,22,49,11,1,12,16,5,19
"hsa-miR-4474-3p",6,7,1,2,0,1,1,0,7
"hsa-miR-4474-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4475",0,0,0,0,0,0,0,0,0
"hsa-miR-4476",0,0,0,0,0,0,0,0,0
"hsa-miR-4477a",0,0,0,0,0,0,0,0,0
"hsa-miR-4477b",0,0,0,0,0,0,0,0,0
"hsa-miR-4478",0,0,0,0,0,0,0,0,0
"hsa-miR-4479",0,0,0,0,0,0,0,0,0
"hsa-miR-448",24,8,13,8,6,1,8,3,1
"hsa-miR-4480",0,0,0,0,0,0,0,0,0
"hsa-miR-4481",0,0,0,0,0,0,0,0,0
"hsa-miR-4482-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4482-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4483",0,0,0,0,0,0,0,0,0
"hsa-miR-4484",0,0,0,0,0,0,0,0,0
"hsa-miR-4485-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4485-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4486",0,0,0,0,0,0,0,0,0
"hsa-miR-4487",0,0,0,0,0,0,0,0,0
"hsa-miR-4488",0,0,0,0,0,0,0,0,0
"hsa-miR-4489",0,0,0,0,0,0,0,0,0
"hsa-miR-4490",0,0,0,0,0,0,0,0,1
"hsa-miR-4491",0,0,0,0,0,0,0,0,0
"hsa-miR-4492",0,0,2,2,0,0,0,0,0
"hsa-miR-4493",0,0,0,0,0,0,0,0,0
"hsa-miR-4494",0,0,0,0,0,0,0,0,0
"hsa-miR-4495",0,0,0,0,0,0,0,0,0
"hsa-miR-4496",0,0,0,0,0,0,0,0,0
"hsa-miR-4497",153,55,83,95,52,100,68,39,81
"hsa-miR-4498",74,24,51,31,23,36,46,11,24
"hsa-miR-4499",30,14,22,29,18,18,44,7,20
"hsa-miR-449a",0,0,0,0,0,0,0,0,0
"hsa-miR-449b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-449b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-449c-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-449c-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4500",0,0,0,0,0,0,0,0,0
"hsa-miR-4501",0,0,0,0,0,0,0,0,0
"hsa-miR-4502",0,0,0,0,0,0,0,0,0
"hsa-miR-4503",0,0,0,0,0,0,0,0,0
"hsa-miR-4504",159,55,123,91,64,272,100,58,78
"hsa-miR-4505",0,0,0,0,0,0,0,0,0
"hsa-miR-4506",0,0,0,0,0,0,0,0,0
"hsa-miR-4507",0,0,0,0,0,0,0,0,0
"hsa-miR-4508",0,0,0,0,0,0,0,0,0
"hsa-miR-4509",2,0,6,3,0,1,4,0,1
"hsa-miR-450a-1-3p",0,1,0,0,0,1,0,1,0
"hsa-miR-450a-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-450a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-450b-3p",0,0,0,0,0,0,0,1,1
"hsa-miR-450b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4510",0,0,0,0,0,0,0,0,0
"hsa-miR-4511",76,25,35,37,22,32,54,13,23
"hsa-miR-4512",0,1,0,0,0,1,0,0,2
"hsa-miR-4513",121,45,78,66,44,41,86,25,60
"hsa-miR-4514",0,0,0,0,0,0,0,0,0
"hsa-miR-4515",0,0,0,0,0,0,0,0,1
"hsa-miR-4516",0,0,0,0,0,0,0,0,0
"hsa-miR-4517",276,84,229,108,105,231,138,113,188
"hsa-miR-4518",117,72,138,66,71,131,93,52,84
"hsa-miR-4519",1,0,0,0,0,2,0,0,0
"hsa-miR-451a",0,0,0,0,0,0,0,0,0
"hsa-miR-451b",0,0,0,0,0,0,0,0,0
"hsa-miR-452-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-452-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4520-2-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4520-3p",3,0,0,0,0,1,0,3,0
"hsa-miR-4520-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4521",0,0,0,0,0,0,0,0,0
"hsa-miR-4522",0,0,0,0,1,0,0,0,0
"hsa-miR-4523",0,0,0,0,0,0,0,0,0
"hsa-miR-4524a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4524a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4524b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4524b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4525",0,0,0,0,0,0,0,0,0
"hsa-miR-4526",0,0,0,0,0,0,0,0,0
"hsa-miR-4527",0,0,0,0,0,0,0,0,0
"hsa-miR-4528",0,0,0,0,0,0,0,0,0
"hsa-miR-4529-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4529-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4530",174,54,71,55,47,133,69,65,106
"hsa-miR-4531",0,1,0,0,0,0,0,0,0
"hsa-miR-4533",0,0,0,0,0,0,0,0,0
"hsa-miR-4534",0,0,0,0,0,0,0,0,0
"hsa-miR-4535",0,0,0,0,0,0,0,0,0
"hsa-miR-4536-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4536-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4537",0,0,0,0,0,0,0,0,0
"hsa-miR-4538",0,0,0,0,0,0,0,0,0
"hsa-miR-4539",0,0,0,0,0,0,0,0,0
"hsa-miR-454-3p",5,3,1,0,0,3,1,0,2
"hsa-miR-454-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4540",0,0,0,0,0,0,0,0,0
"hsa-miR-455-3p",2,1,1,0,0,1,0,0,1
"hsa-miR-455-5p",4,1,0,2,0,2,1,0,1
"hsa-miR-4632-3p",40,11,32,5,9,22,18,12,21
"hsa-miR-4632-5p",5,3,11,4,4,4,8,0,2
"hsa-miR-4633-3p",1,0,0,0,0,0,0,0,0
"hsa-miR-4633-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-4634",0,0,0,0,0,0,0,0,0
"hsa-miR-4635",0,0,0,0,0,0,0,0,0
"hsa-miR-4636",0,0,0,0,0,0,0,0,0
"hsa-miR-4637",0,0,0,0,0,0,0,0,0
"hsa-miR-4638-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4638-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4639-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4639-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4640-3p",0,1,0,0,0,0,0,0,0
"hsa-miR-4640-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4641",0,0,0,0,0,0,0,0,0
"hsa-miR-4642",68,28,123,46,35,44,45,28,33
"hsa-miR-4643",0,0,0,0,0,0,0,0,0
"hsa-miR-4644",0,0,0,0,0,0,0,0,0
"hsa-miR-4645-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4645-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4646-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4646-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4647",0,0,0,0,0,0,0,0,0
"hsa-miR-4648",0,0,0,0,0,0,0,0,0
"hsa-miR-4649-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4649-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4650-3p",135,56,105,64,50,52,89,24,56
"hsa-miR-4650-5p",109,41,100,35,50,129,69,51,101
"hsa-miR-4651",0,0,0,0,0,0,0,0,0
"hsa-miR-4652-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4652-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4653-3p",2,2,0,0,4,2,0,0,0
"hsa-miR-4653-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4654",0,0,0,0,0,0,0,0,0
"hsa-miR-4655-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4655-5p",3,0,0,0,0,2,0,2,1
"hsa-miR-4656",0,0,0,0,0,0,0,0,0
"hsa-miR-4657",0,1,0,0,1,0,0,0,0
"hsa-miR-4658",52,11,35,25,12,87,30,25,30
"hsa-miR-4659a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4659a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4659b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4659b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-466",0,0,0,0,0,0,0,0,0
"hsa-miR-4660",0,0,0,1,0,1,0,0,0
"hsa-miR-4661-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4661-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4662a-3p",0,0,0,0,0,1,0,0,0
"hsa-miR-4662a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4662b",0,0,0,0,0,0,0,0,0
"hsa-miR-4663",0,0,0,0,0,0,0,0,0
"hsa-miR-4664-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4664-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4665-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4665-5p",3,0,0,1,0,2,3,0,1
"hsa-miR-4666a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4666a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4666b",0,0,0,0,0,0,0,0,0
"hsa-miR-4667-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4667-5p",3,0,0,0,0,0,0,2,0
"hsa-miR-4668-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4668-5p",1,0,0,0,0,0,0,0,0
"hsa-miR-4669",0,1,0,0,0,1,0,0,1
"hsa-miR-4670-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4670-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4671-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4671-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4672",120,42,84,59,44,46,81,21,47
"hsa-miR-4673",0,0,0,0,0,0,0,0,0
"hsa-miR-4674",0,0,0,0,0,0,1,0,0
"hsa-miR-4675",0,0,1,2,0,0,0,0,0
"hsa-miR-4676-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4676-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4677-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4677-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4678",3,3,0,2,1,5,3,4,0
"hsa-miR-4679",0,0,0,0,0,0,0,0,0
"hsa-miR-4680-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4680-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4681",1,0,0,0,0,0,0,0,0
"hsa-miR-4682",0,0,0,0,0,0,0,0,0
"hsa-miR-4683",0,0,0,0,0,0,0,0,0
"hsa-miR-4684-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4684-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4685-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4685-5p",1,0,0,0,0,0,0,0,0
"hsa-miR-4686",0,0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,0,0,1,0,0,0,0
"hsa-miR-4687-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4688",0,0,0,0,0,0,1,0,0
"hsa-miR-4689",1,0,0,0,0,0,0,0,0
"hsa-miR-4690-3p",2,0,0,0,2,1,4,9,0
"hsa-miR-4690-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4691-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4691-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4692",0,0,0,0,0,0,0,0,0
"hsa-miR-4693-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,0,0,0,0,1,0,0,0
"hsa-miR-4694-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4696",0,1,0,0,0,0,0,0,0
"hsa-miR-4697-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4697-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0,0
"hsa-miR-4699-3p",0,0,0,0,0,3,0,1,0
"hsa-miR-4699-5p",1300,125,378,51,123,311,67,41,159
"hsa-miR-4700-3p",6,4,11,7,5,6,0,11,3
"hsa-miR-4700-5p",0,1,0,0,0,0,1,2,0
"hsa-miR-4701-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4701-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4703-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4703-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4704-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4705",50,11,35,43,15,28,32,23,23
"hsa-miR-4706",151,54,107,60,50,63,91,29,50
"hsa-miR-4707-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4707-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4708-3p",0,0,0,0,0,1,0,0,0
"hsa-miR-4708-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4709-3p",2,1,0,0,0,0,0,0,0
"hsa-miR-4709-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4710",0,0,0,1,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4712-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-4713-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",0,0,0,0,0,0,0,0,0
