"","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count"
"hsa-miR-4476",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477b",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4478",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4479",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-448",10,11,22,8,11,20,14,15,94,155,40,16
"hsa-miR-4480",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4481",0,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-4482-3p",0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-4482-5p",0,1,0,0,1,3,2,0,1,1,0,0
"hsa-miR-4483",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4484",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4485-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4485-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4486",0,1,0,0,0,4,1,3,0,0,0,0
"hsa-miR-4487",0,0,0,1,0,0,0,0,2,0,0,0
"hsa-miR-4488",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4489",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4490",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4491",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4492",2,3,1,1,1,2,1,1,50,71,11,12
"hsa-miR-4493",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4494",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4495",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4496",0,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-4497",37,30,42,38,175,306,188,118,202,228,72,66
"hsa-miR-4498",56,53,100,92,138,172,123,78,395,609,145,97
"hsa-miR-4499",27,29,30,35,82,88,66,34,48,68,10,10
"hsa-miR-449a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449b-3p",0,0,0,0,2,0,0,0,0,0,1,0
"hsa-miR-449b-5p",0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-449c-3p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-449c-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4500",0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-4501",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4502",0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-4503",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4504",564,472,556,464,567,1078,1052,755,474,534,501,393
"hsa-miR-4505",0,0,0,0,1,0,5,2,2,1,0,2
"hsa-miR-4506",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4507",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4508",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4509",1,5,2,1,14,23,8,6,11,9,3,0
"hsa-miR-450a-1-3p",0,0,0,0,0,0,2,0,0,3,0,0
"hsa-miR-450a-2-3p",0,0,0,0,0,0,0,1,0,2,0,1
"hsa-miR-450a-5p",0,0,0,0,0,1,0,0,8,1,0,3
"hsa-miR-450b-3p",0,2,0,2,6,4,8,4,10,11,1,1
"hsa-miR-450b-5p",1,0,0,0,0,0,0,0,2,0,1,0
"hsa-miR-4510",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4511",35,33,75,50,127,170,98,66,218,289,70,52
"hsa-miR-4512",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4513",71,79,100,82,267,347,214,105,254,352,89,79
"hsa-miR-4514",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4515",0,1,1,1,0,0,2,1,0,2,0,1
"hsa-miR-4516",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4517",184,155,296,195,375,587,380,217,1458,1639,585,449
"hsa-miR-4518",102,80,146,125,273,429,301,226,438,599,159,151
"hsa-miR-4519",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-451a",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-451b",0,0,0,0,0,0,1,0,0,1,0,0
"hsa-miR-452-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-452-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4520-2-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4520-3p",1,3,3,0,3,1,0,2,13,8,5,3
"hsa-miR-4520-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4521",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4522",1,0,0,0,0,0,0,0,0,5,4,0
"hsa-miR-4523",0,0,0,0,0,0,0,0,0,2,1,0
"hsa-miR-4524a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4524a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4524b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4524b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4525",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4526",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4527",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4528",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4529-3p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4529-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4530",99,89,176,113,202,363,204,125,759,907,290,228
"hsa-miR-4531",0,0,0,1,0,0,0,0,2,0,0,0
"hsa-miR-4533",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4534",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4535",0,0,0,0,0,0,1,0,0,0,1,2
"hsa-miR-4536-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4536-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4537",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4538",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4539",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-454-3p",3,6,1,3,7,21,7,8,5,4,2,2
"hsa-miR-454-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4540",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-455-3p",0,0,1,1,5,2,5,2,4,6,0,1
"hsa-miR-455-5p",1,0,0,2,6,12,5,5,10,5,4,1
"hsa-miR-4632-3p",21,16,55,13,49,86,50,12,99,106,55,32
"hsa-miR-4632-5p",1,4,4,3,13,15,17,7,2,5,0,0
"hsa-miR-4633-3p",0,0,0,0,0,1,0,0,2,0,0,0
"hsa-miR-4633-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4634",0,0,0,0,0,8,4,3,1,0,0,0
"hsa-miR-4635",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4636",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4637",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4638-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4638-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4639-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4639-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4640-3p",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4640-5p",0,0,0,0,0,0,1,1,0,0,0,0
"hsa-miR-4641",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4642",56,40,69,63,147,252,162,82,186,251,67,65
"hsa-miR-4643",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4644",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4645-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4645-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4646-3p",0,0,0,0,0,0,0,0,0,4,0,0
"hsa-miR-4646-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4647",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4648",0,0,0,0,0,3,2,0,0,0,0,0
"hsa-miR-4649-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4649-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4650-3p",89,91,130,109,289,389,241,129,737,900,179,135
"hsa-miR-4650-5p",76,65,111,84,140,281,209,108,677,752,252,207
"hsa-miR-4651",0,1,1,0,1,4,0,0,0,0,0,1
"hsa-miR-4652-3p",1,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-4652-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4653-3p",0,2,3,2,0,6,5,2,3,5,0,6
"hsa-miR-4653-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4654",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4655-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4655-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4656",0,0,2,0,1,0,0,0,2,3,0,0
"hsa-miR-4657",0,0,0,0,0,1,0,0,1,0,0,0
"hsa-miR-4658",192,167,215,154,199,315,277,209,106,91,181,116
"hsa-miR-4659a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4659a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4659b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4659b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-466",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4660",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4661-3p",0,0,0,0,2,0,1,0,0,0,0,0
"hsa-miR-4661-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4662a-3p",0,0,0,0,0,0,0,0,1,3,0,0
"hsa-miR-4662a-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4662b",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4663",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4664-3p",0,0,0,0,0,2,1,0,0,0,0,0
"hsa-miR-4664-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4665-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4665-5p",0,1,1,2,0,2,5,2,0,0,0,0
"hsa-miR-4666a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4666a-5p",0,0,0,0,1,1,0,0,0,0,0,0
"hsa-miR-4666b",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4667-3p",1,1,1,0,0,1,0,1,0,0,1,0
"hsa-miR-4667-5p",0,0,0,0,0,0,0,2,3,0,0,2
"hsa-miR-4668-3p",0,1,1,0,0,0,0,0,4,0,0,0
"hsa-miR-4668-5p",0,1,0,0,1,1,0,0,6,25,3,1
"hsa-miR-4669",1,0,0,0,0,2,0,1,0,0,0,0
"hsa-miR-4670-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4670-5p",0,0,0,0,0,0,0,0,1,3,1,0
"hsa-miR-4671-3p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4671-5p",0,0,0,2,0,1,0,0,0,0,0,0
"hsa-miR-4672",70,66,110,79,260,331,204,103,385,492,110,83
"hsa-miR-4673",0,0,0,0,0,2,0,2,1,0,0,0
"hsa-miR-4674",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4675",0,2,1,0,1,2,1,0,9,10,0,1
"hsa-miR-4676-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4676-5p",0,1,0,0,0,0,1,1,0,0,0,0
"hsa-miR-4677-3p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4677-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4678",1,1,0,1,0,0,1,0,1,1,0,3
"hsa-miR-4679",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4680-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4680-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4681",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4682",0,0,0,0,1,1,0,0,0,0,0,0
"hsa-miR-4683",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4684-3p",0,0,0,0,2,3,0,1,0,0,0,0
"hsa-miR-4684-5p",0,0,0,0,1,1,1,0,0,0,0,0
"hsa-miR-4685-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4685-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4686",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4688",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4689",0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-4690-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4690-5p",0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4691-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4691-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4692",0,0,0,0,0,0,0,0,1,4,0,0
"hsa-miR-4693-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4694-3p",0,0,0,0,1,0,3,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0,3,0,0,0
"hsa-miR-4695-5p",0,0,0,0,1,0,1,0,3,0,0,0
"hsa-miR-4696",0,1,0,0,0,2,2,1,0,0,1,1
"hsa-miR-4697-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4697-5p",1,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4699-3p",1,0,0,0,1,1,1,0,0,0,0,0
"hsa-miR-4699-5p",190,221,284,232,204,460,219,201,700,630,263,119
"hsa-miR-4700-3p",3,8,7,0,11,16,3,8,7,11,5,2
"hsa-miR-4700-5p",3,2,1,1,1,0,0,1,3,1,1,0
"hsa-miR-4701-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4701-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4703-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4703-5p",0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4704-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4705",11,3,15,16,17,30,28,18,17,9,9,10
"hsa-miR-4706",86,107,164,117,302,412,261,149,862,1157,239,187
"hsa-miR-4707-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4707-5p",0,0,0,0,0,0,1,0,0,0,0,1
"hsa-miR-4708-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4708-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4709-3p",0,0,0,0,1,5,0,0,1,3,0,0
"hsa-miR-4709-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4710",0,0,0,0,0,0,2,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4712-3p",0,1,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4713-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4714-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4714-5p",0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4715-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4715-5p",0,0,6,2,1,4,0,0,5,4,2,0
"hsa-miR-4716-3p",1,1,4,0,0,2,6,0,7,7,2,3
"hsa-miR-4716-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4717-3p",3,3,6,4,39,35,27,22,7,7,5,3
"hsa-miR-4717-5p",23,27,27,28,148,210,106,64,60,47,17,17
"hsa-miR-4718",38,33,51,31,137,343,208,118,99,109,33,22
"hsa-miR-4719",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4720-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4720-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4721",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4722-3p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4722-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4723-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4723-5p",1,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-4724-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4724-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4725-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4725-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4726-3p",0,0,1,0,1,1,1,0,0,0,0,0
"hsa-miR-4726-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4727-3p",0,0,0,0,0,0,0,0,1,2,0,0
"hsa-miR-4727-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4728-3p",0,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-4728-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4729",0,0,1,0,0,0,1,0,1,0,0,0
"hsa-miR-4730",66,45,57,48,198,339,210,111,243,264,89,75
"hsa-miR-4731-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4731-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4732-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4732-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4733-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4733-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4734",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4735-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4735-5p",0,0,0,0,0,0,0,0,1,0,1,0
"hsa-miR-4736",0,1,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4738-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4738-5p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4739",41,41,42,31,105,132,72,51,122,158,34,38
"hsa-miR-4740-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4741",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4742-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4742-5p",274,294,407,317,283,605,284,256,958,903,346,170
"hsa-miR-4743-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4743-5p",0,0,0,0,0,0,0,0,2,1,0,0
"hsa-miR-4744",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4745-3p",2,0,2,0,5,4,3,1,0,0,4,1
"hsa-miR-4745-5p",1,1,2,0,3,1,0,2,2,0,4,1
"hsa-miR-4746-3p",0,0,1,0,0,1,0,0,0,0,0,0
"hsa-miR-4746-5p",4,2,0,2,13,6,5,8,5,0,8,3
"hsa-miR-4747-3p",0,1,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4747-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4748",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4749-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4750-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4750-5p",0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4751",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4752",51,58,105,86,177,318,222,139,427,527,136,112
"hsa-miR-4753-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4754",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4755-3p",1,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-4755-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4756-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4756-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4757-3p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4757-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4758-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4758-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4759",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4760-3p",16,19,25,25,31,46,32,20,55,77,44,32
"hsa-miR-4760-5p",15,5,17,12,24,59,35,22,16,25,10,8
"hsa-miR-4761-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4761-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4762-3p",0,0,0,0,0,0,1,0,0,1,0,0
"hsa-miR-4762-5p",0,1,0,1,0,1,0,0,1,0,0,0
"hsa-miR-4763-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4763-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4764-3p",1,0,5,2,3,3,0,0,27,27,2,4
"hsa-miR-4764-5p",1,1,0,0,0,0,0,0,1,9,0,1
"hsa-miR-4765",10,8,13,4,50,97,74,54,7,6,4,5
"hsa-miR-4766-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4766-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4767",0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-4768-3p",0,0,0,0,0,0,2,0,0,0,0,0
"hsa-miR-4768-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4769-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4769-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4770",1,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4771",96,78,111,95,327,749,427,262,303,301,89,67
"hsa-miR-4772-3p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4772-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4773",0,0,0,0,0,0,2,3,3,1,1,0
"hsa-miR-4774-3p",0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4774-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4775",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4776-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4776-5p",0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4777-3p",1,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4777-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4778-3p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4778-5p",5,4,6,4,13,11,11,9,10,11,14,0
"hsa-miR-4779",1,2,0,1,2,3,0,0,13,11,2,1
"hsa-miR-4780",1,0,0,0,0,2,1,0,0,0,0,0
"hsa-miR-4781-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4781-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4782-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4782-5p",0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4783-3p",1,0,2,0,0,0,0,1,0,0,0,0
"hsa-miR-4783-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4784",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4785",41,47,47,45,208,286,184,108,104,95,33,29
"hsa-miR-4786-3p",0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-4786-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4787-3p",553,321,501,251,274,537,443,456,2486,3954,741,515
"hsa-miR-4787-5p",8,6,5,2,2,4,2,3,28,15,10,2
"hsa-miR-4788",1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4789-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4789-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4790-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4790-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4791",0,0,0,0,0,3,1,1,0,0,0,0
"hsa-miR-4793-3p",0,1,0,0,0,1,0,0,0,0,1,0
"hsa-miR-4793-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4794",0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-4795-3p",0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4795-5p",66,45,53,52,202,451,275,173,98,96,30,26
"hsa-miR-4796-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4796-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4797-3p",0,0,0,0,0,1,0,2,0,0,0,0
"hsa-miR-4797-5p",0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4798-3p",0,0,0,0,1,0,0,0,1,0,0,0
"hsa-miR-4798-5p",0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-4799-3p",2,5,7,6,2,12,8,0,52,62,15,17
"hsa-miR-4799-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4800-3p",0,0,0,0,0,1,0,0,0,2,0,0
"hsa-miR-4800-5p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4801",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4802-3p",27,30,33,24,76,108,53,38,34,50,20,15
"hsa-miR-4802-5p",33,57,116,85,87,142,94,61,566,725,151,124
"hsa-miR-4803",0,1,0,3,0,0,0,0,0,0,0,0
"hsa-miR-4804-3p",0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4804-5p",0,0,0,0,0,0,1,0,0,4,0,0
"hsa-miR-483-3p",85,75,145,95,301,612,381,277,571,742,183,170
"hsa-miR-483-5p",109,105,154,124,122,315,130,89,515,419,160,88
