"","SRR11548461.count","SRR11548462.count","SRR11548463.count","SRR11548464.count"
"hsa-miR-4290",265.907792229835,163.500841548449,227.41211899856,204.626840220542
"hsa-miR-4291",0,0,0,0
"hsa-miR-4292",11.3152252012696,0,13.7825526665794,11.3681577900301
"hsa-miR-4293",0,0,0,0
"hsa-miR-4294",0,0,34.4563816664484,22.7363155800602
"hsa-miR-4295",0,0,0,0
"hsa-miR-4296",0,0,0,0
"hsa-miR-4297",0,0,0,0
"hsa-miR-4298",0,0,0,0
"hsa-miR-4299",0,0,0,0
"hsa-miR-4300",0,0,0,0
"hsa-miR-4301",0,0,0,0
"hsa-miR-4302",0,0,0,11.3681577900301
"hsa-miR-4303",0,0,0,0
"hsa-miR-4304",0,0,0,0
"hsa-miR-4305",0,0,0,0
"hsa-miR-4306",0,0,0,0
"hsa-miR-4307",0,0,0,0
"hsa-miR-4308",0,0,0,0
"hsa-miR-4309",0,0,0,0
"hsa-miR-431-3p",0,0,0,0
"hsa-miR-431-5p",0,0,0,0
"hsa-miR-4310",0,0,0,0
"hsa-miR-4311",594.049323066652,519.355614330368,902.757199660949,534.303416131416
"hsa-miR-4312",0,0,0,0
"hsa-miR-4313",0,0,0,0
"hsa-miR-4314",0,0,0,0
"hsa-miR-4315",90.5218016101565,96.1769656167348,124.042973999214,250.099471380663
"hsa-miR-4316",0,0,0,0
"hsa-miR-4317",11.3152252012696,0,0,11.3681577900301
"hsa-miR-4318",0,0,13.7825526665794,0
"hsa-miR-4319",0,0,0,0
"hsa-miR-432-3p",1007.05504291299,788.651118057225,751.149120328576,954.92525436253
"hsa-miR-432-5p",854.299502695852,605.914883385429,1178.40825299254,1614.27840618428
"hsa-miR-4320",0,0,0,0
"hsa-miR-4321",0,0,0,0
"hsa-miR-4322",0,0,0,0
"hsa-miR-4323",0,0,0,0
"hsa-miR-4324",0,0,0,0
"hsa-miR-4325",0,0,0,11.3681577900301
"hsa-miR-4326",0,0,0,0
"hsa-miR-4327",0,0,0,0
"hsa-miR-4328",0,19.235393123347,0,0
"hsa-miR-4329",0,0,6.89127633328969,0
"hsa-miR-433-3p",5.65761260063478,38.4707862466939,0,0
"hsa-miR-433-5p",0,0,0,0
"hsa-miR-4330",548.788422261574,865.592690550613,682.236356995679,602.512362871597
"hsa-miR-4418",0,0,0,11.3681577900301
"hsa-miR-4420",11.3152252012696,384.707862466939,254.977224331718,341.044733700904
"hsa-miR-4421",939.163691705374,1115.65280115412,1116.38676599293,1284.6018302734
"hsa-miR-4422",158.413152817774,105.794662178408,158.499355665663,215.994998010572
"hsa-miR-4423-3p",0,0,0,0
"hsa-miR-4423-5p",5.65761260063478,0,0,0
"hsa-miR-4424",0,0,0,0
"hsa-miR-4425",1063.63116891934,769.415724933878,1261.10356899201,1898.48235093503
"hsa-miR-4426",0,0,0,0
"hsa-miR-4427",0,0,0,0
"hsa-miR-4428",0,0,0,0
"hsa-miR-4429",0,19.235393123347,82.6953159994763,102.313420110271
"hsa-miR-4430",0,0,0,0
"hsa-miR-4431",0,105.794662178408,0,79.5771045302109
"hsa-miR-4432",0,0,0,0
"hsa-miR-4433a-3p",0,0,0,0
"hsa-miR-4433a-5p",0,0,0,0
"hsa-miR-4433b-3p",0,0,0,0
"hsa-miR-4433b-5p",0,0,0,0
"hsa-miR-4434",0,125.030055301755,103.369144999345,45.4726311601205
"hsa-miR-4435",424.320945047609,153.883144986776,351.455092997774,568.407889501506
"hsa-miR-4436a",429.978557648244,394.325559028613,654.67125166252,511.567100551356
"hsa-miR-4436b-3p",0,0,0,0
"hsa-miR-4436b-5p",0,0,0,0
"hsa-miR-4437",0,48.0884828083674,6.89127633328969,102.313420110271
"hsa-miR-4438",0,0,0,0
"hsa-miR-4439",5.65761260063478,125.030055301755,130.934250332504,272.835786960723
"hsa-miR-4440",0,0,0,0
"hsa-miR-4441",0,0,0,0
"hsa-miR-4442",0,0,0,0
"hsa-miR-4443",45.2609008050783,144.265448425102,68.9127633328969,147.786051270392
"hsa-miR-4444",0,0,6.89127633328969,22.7363155800602
"hsa-miR-4445-3p",0,0,0,11.3681577900301
"hsa-miR-4445-5p",0,0,20.6738289998691,11.3681577900301
"hsa-miR-4446-3p",5.65761260063478,0,0,0
"hsa-miR-4446-5p",0,28.8530896850204,34.4563816664484,22.7363155800602
"hsa-miR-4447",0,0,0,0
"hsa-miR-4448",0,0,0,0
"hsa-miR-4449",0,0,0,0
"hsa-miR-4450",0,0,0,0
"hsa-miR-4451",0,0,6.89127633328969,11.3681577900301
"hsa-miR-4452",0,0,0,0
"hsa-miR-4453",0,0,0,0
"hsa-miR-4454",75715.8294342953,59466.2178408271,86078.9326791215,48848.9740237594
"hsa-miR-4455",22.6304504025391,19.235393123347,13.7825526665794,34.1044733700904
"hsa-miR-4457",0,0,0,0
"hsa-miR-4458",0,0,0,0
"hsa-miR-4460",0,0,0,0
"hsa-miR-4462",1403.08792495743,1471.50757393604,1164.62570032596,1352.81077701358
"hsa-miR-4463",0,0,6.89127633328969,0
"hsa-miR-4464",0,0,0,0
"hsa-miR-4465",0,0,0,11.3681577900301
"hsa-miR-4466",0,0,6.89127633328969,0
"hsa-miR-4467",0,0,0,0
"hsa-miR-4468",5448.2809344113,6347.6797307045,4417.30812963869,6752.68572727789
"hsa-miR-4469",2280.01787805582,1990.86318826641,3080.40052098049,4706.41732507247
"hsa-miR-4470",0,0,0,0
"hsa-miR-4471",299.853467833644,201.971627795143,103.369144999345,352.412891490934
"hsa-miR-4472",0,0,13.7825526665794,0
"hsa-miR-4473",305.511080434278,105.794662178408,234.303395331849,329.676575910874
"hsa-miR-4474-3p",45.2609008050783,9.61769656167348,62.0214869996072,102.313420110271
"hsa-miR-4474-5p",0,0,0,0
"hsa-miR-4475",0,0,0,0
"hsa-miR-4476",0,0,0,0
"hsa-miR-4477a",0,0,0,0
"hsa-miR-4477b",11.3152252012696,0,0,0
"hsa-miR-4478",0,0,0,0
"hsa-miR-4479",0,0,0,0
"hsa-miR-448",520.5003592584,288.530896850204,461.715514330409,431.989996021145
"hsa-miR-4480",0,0,0,11.3681577900301
"hsa-miR-4481",0,0,0,11.3681577900301
"hsa-miR-4482-3p",0,0,0,0
"hsa-miR-4482-5p",5.65761260063478,0,27.5651053331588,0
"hsa-miR-4483",0,0,0,0
"hsa-miR-4484",0,0,0,0
"hsa-miR-4485-3p",0,0,0,0
"hsa-miR-4485-5p",0,0,0,0
"hsa-miR-4486",0,0,0,0
"hsa-miR-4487",0,0,0,0
"hsa-miR-4488",5.65761260063478,0,6.89127633328969,0
"hsa-miR-4489",0,0,0,0
"hsa-miR-4490",0,0,0,0
"hsa-miR-4491",0,0,0,0
"hsa-miR-4492",50.9185134057131,28.8530896850204,20.6738289998691,45.4726311601205
"hsa-miR-4493",0,0,0,0
"hsa-miR-4494",0,0,0,0
"hsa-miR-4495",0,0,0,0
"hsa-miR-4496",0,0,0,0
"hsa-miR-4497",1222.04432173711,1288.77133926425,902.757199660949,818.507360882169
"hsa-miR-4498",2726.96927350597,2231.30560230825,1991.57886032072,3217.18865457853
"hsa-miR-4499",379.060044242531,403.943255590286,578.867211996334,363.781049280964
"hsa-miR-449a",5.65761260063478,0,6.89127633328969,0
"hsa-miR-449b-3p",0,0,0,0
"hsa-miR-449b-5p",0,0,0,0
"hsa-miR-449c-3p",0,0,0,0
"hsa-miR-449c-5p",0,38.4707862466939,20.6738289998691,22.7363155800602
"hsa-miR-4500",0,0,0,0
"hsa-miR-4501",0,0,0,0
"hsa-miR-4502",0,0,0,0
"hsa-miR-4503",33.9456756038087,115.412358740082,82.6953159994763,204.626840220542
"hsa-miR-4504",2172.52323864376,2375.57105073335,2825.42329664877,4035.69601546069
"hsa-miR-4505",0,9.61769656167348,48.2389343330278,0
"hsa-miR-4506",0,0,0,0
"hsa-miR-4507",0,0,0,0
"hsa-miR-4508",0,0,0,0
"hsa-miR-4509",67.8913512076174,96.1769656167348,124.042973999214,193.258682430512
"hsa-miR-450a-1-3p",0,0,0,0
"hsa-miR-450a-2-3p",0,0,0,0
"hsa-miR-450a-5p",22.6304504025391,134.647751863429,0,11.3681577900301
"hsa-miR-450b-3p",28.2880630031739,28.8530896850204,20.6738289998691,0
"hsa-miR-450b-5p",5.65761260063478,9.61769656167348,6.89127633328969,0
"hsa-miR-4510",0,0,0,0
"hsa-miR-4511",1120.20729492569,1057.94662178408,1419.60292465768,1227.76104132325
"hsa-miR-4512",0,0,0,0
"hsa-miR-4513",1589.78914077837,1365.71291175763,1957.12247865427,1614.27840618428
"hsa-miR-4514",0,0,6.89127633328969,0
"hsa-miR-4515",0,9.61769656167348,0,0
"hsa-miR-4516",5.65761260063478,96.1769656167348,75.8040396661866,79.5771045302109
"hsa-miR-4517",12531.611910406,15753.7869680212,7042.88441262206,10606.4912180981
"hsa-miR-4518",2557.24089548692,2837.22048569368,3431.85561397826,4581.36758938214
"hsa-miR-4519",0,0,0,0
"hsa-miR-451a",0,0,0,0
"hsa-miR-451b",0,0,0,0
"hsa-miR-452-3p",0,28.8530896850204,0,11.3681577900301
"hsa-miR-452-5p",0,0,0,0
"hsa-miR-4520-2-3p",0,0,0,0
"hsa-miR-4520-3p",90.5218016101565,0,172.281908332242,56.8407889501506
"hsa-miR-4520-5p",0,0,0,0
"hsa-miR-4521",0,0,0,0
"hsa-miR-4522",0,0,0,0
"hsa-miR-4523",0,0,6.89127633328969,22.7363155800602
"hsa-miR-4524a-3p",0,0,0,0
"hsa-miR-4524a-5p",0,0,0,0
"hsa-miR-4524b-3p",0,0,0,0
"hsa-miR-4524b-5p",0,0,0,0
"hsa-miR-4525",0,0,0,0
"hsa-miR-4526",0,0,0,0
"hsa-miR-4527",0,0,0,0
"hsa-miR-4528",0,0,6.89127633328969,0
"hsa-miR-4529-3p",0,0,0,0
"hsa-miR-4529-5p",0,0,0,0
"hsa-miR-4530",4967.38386335734,4501.08199086319,3810.8758123092,5968.28283976582
"hsa-miR-4531",0,19.235393123347,34.4563816664484,0
"hsa-miR-4533",0,0,0,0
"hsa-miR-4534",0,0,0,0
"hsa-miR-4535",5.65761260063478,0,6.89127633328969,45.4726311601205
"hsa-miR-4536-3p",0,0,0,0
"hsa-miR-4536-5p",0,0,0,0
"hsa-miR-4537",0,0,0,0
"hsa-miR-4538",0,0,0,0
"hsa-miR-4539",0,0,0,0
"hsa-miR-454-3p",39.6032882044435,19.235393123347,41.3476579997381,34.1044733700904
"hsa-miR-454-5p",0,0,0,0
"hsa-miR-4540",0,0,0,0
"hsa-miR-455-3p",33.9456756038087,38.4707862466939,41.3476579997381,79.5771045302109
"hsa-miR-455-5p",45.2609008050783,28.8530896850204,75.8040396661866,79.5771045302109
"hsa-miR-4632-3p",1997.13724802408,3202.69295503727,2032.92651832046,2830.6712897175
"hsa-miR-4632-5p",79.206576408887,105.794662178408,110.260421332635,102.313420110271
"hsa-miR-4633-3p",0,0,0,0
"hsa-miR-4633-5p",0,0,0,0
"hsa-miR-4634",0,0,6.89127633328969,0
"hsa-miR-4635",0,0,6.89127633328969,0
"hsa-miR-4636",0,0,0,0
"hsa-miR-4637",0,0,0,0
"hsa-miR-4638-3p",0,0,0,0
"hsa-miR-4638-5p",0,0,0,0
"hsa-miR-4639-3p",0,0,0,0
"hsa-miR-4639-5p",0,0,0,0
"hsa-miR-4640-3p",0,0,0,0
"hsa-miR-4640-5p",5.65761260063478,0,20.6738289998691,0
"hsa-miR-4641",0,0,0,0
"hsa-miR-4642",1431.3759879606,1548.44914642943,2356.81650598507,2046.26840220542
"hsa-miR-4643",0,0,0,0
"hsa-miR-4644",0,0,0,0
"hsa-miR-4645-3p",0,0,0,0
"hsa-miR-4645-5p",0,0,0,0
"hsa-miR-4646-3p",0,0,0,0
"hsa-miR-4646-5p",0,9.61769656167348,0,0
"hsa-miR-4647",0,0,0,0
"hsa-miR-4648",0,0,0,0
"hsa-miR-4649-3p",0,0,0,0
"hsa-miR-4649-5p",0,0,0,0
"hsa-miR-4650-3p",2257.38742765328,2240.92329886992,2522.20713798403,2535.09918717672
"hsa-miR-4650-5p",2789.20301211295,2481.36571291176,2218.99097931928,3183.08418120843
"hsa-miR-4651",28.2880630031739,19.235393123347,0,500.198942761325
"hsa-miR-4652-3p",0,0,0,0
"hsa-miR-4652-5p",0,0,0,0
"hsa-miR-4653-3p",11.3152252012696,105.794662178408,68.9127633328969,22.7363155800602
"hsa-miR-4653-5p",0,0,0,0
"hsa-miR-4654",0,0,0,0
"hsa-miR-4655-3p",0,0,13.7825526665794,0
"hsa-miR-4655-5p",16.9728378019044,19.235393123347,48.2389343330278,56.8407889501506
"hsa-miR-4656",0,0,6.89127633328969,0
"hsa-miR-4657",0,0,6.89127633328969,0
"hsa-miR-4658",356.429593839991,269.295503726857,316.998711331326,261.467629170693
"hsa-miR-4659a-3p",0,0,0,0
"hsa-miR-4659a-5p",0,0,0,0
"hsa-miR-4659b-3p",0,0,0,0
"hsa-miR-4659b-5p",0,0,0,0
"hsa-miR-466",0,0,0,0
"hsa-miR-4660",0,0,0,0
"hsa-miR-4661-3p",0,0,0,0
"hsa-miR-4661-5p",0,0,0,0
"hsa-miR-4662a-3p",0,0,0,11.3681577900301
"hsa-miR-4662a-5p",0,0,0,0
"hsa-miR-4662b",0,0,0,0
"hsa-miR-4663",0,9.61769656167348,13.7825526665794,0
"hsa-miR-4664-3p",0,0,0,0
"hsa-miR-4664-5p",0,0,0,0
"hsa-miR-4665-3p",0,0,0,0
"hsa-miR-4665-5p",0,0,6.89127633328969,0
"hsa-miR-4666a-3p",0,0,0,0
"hsa-miR-4666a-5p",0,0,0,0
"hsa-miR-4666b",0,0,0,0
"hsa-miR-4667-3p",0,0,0,0
"hsa-miR-4667-5p",0,0,0,0
"hsa-miR-4668-3p",0,38.4707862466939,0,11.3681577900301
"hsa-miR-4668-5p",0,9.61769656167348,0,0
"hsa-miR-4669",0,0,0,0
"hsa-miR-4670-3p",0,0,0,0
"hsa-miR-4670-5p",0,0,0,0
"hsa-miR-4671-3p",0,0,0,0
"hsa-miR-4671-5p",0,0,6.89127633328969,0
"hsa-miR-4672",1895.30022121265,1567.68453955278,2026.03524198717,2046.26840220542
"hsa-miR-4673",0,0,0,0
"hsa-miR-4674",0,0,0,0
"hsa-miR-4675",5.65761260063478,9.61769656167348,0,0
"hsa-miR-4676-3p",0,0,0,0
"hsa-miR-4676-5p",0,0,0,0
"hsa-miR-4677-3p",0,0,0,0
"hsa-miR-4677-5p",11.3152252012696,125.030055301755,20.6738289998691,34.1044733700904
"hsa-miR-4678",0,9.61769656167348,0,11.3681577900301
"hsa-miR-4679",0,0,0,0
"hsa-miR-4680-3p",0,0,0,0
"hsa-miR-4680-5p",0,0,0,0
"hsa-miR-4681",0,19.235393123347,0,0
"hsa-miR-4682",0,0,0,0
"hsa-miR-4683",0,0,0,0
"hsa-miR-4684-3p",0,0,0,0
"hsa-miR-4684-5p",0,0,0,0
"hsa-miR-4685-3p",0,0,0,0
"hsa-miR-4685-5p",0,0,0,0
"hsa-miR-4686",0,0,0,0
"hsa-miR-4687-3p",0,0,0,0
"hsa-miR-4687-5p",0,0,0,0
"hsa-miR-4688",0,0,0,0
"hsa-miR-4689",11.3152252012696,96.1769656167348,20.6738289998691,11.3681577900301
"hsa-miR-4690-3p",0,28.8530896850204,158.499355665663,0
"hsa-miR-4690-5p",0,0,6.89127633328969,0
"hsa-miR-4691-3p",0,0,0,0
"hsa-miR-4691-5p",0,0,0,0
"hsa-miR-4692",0,0,0,0
"hsa-miR-4693-3p",0,0,6.89127633328969,0
"hsa-miR-4693-5p",0,0,0,0
"hsa-miR-4694-3p",0,0,0,0
"hsa-miR-4694-5p",0,0,0,0
"hsa-miR-4695-3p",0,0,0,0
"hsa-miR-4695-5p",0,0,0,0
"hsa-miR-4696",0,0,0,0
"hsa-miR-4697-3p",0,0,0,11.3681577900301
"hsa-miR-4697-5p",5.65761260063478,19.235393123347,0,0
"hsa-miR-4698",0,0,0,0
"hsa-miR-4699-3p",5.65761260063478,9.61769656167348,0,0
"hsa-miR-4699-5p",1697.28378019044,1231.06515989421,571.975935663044,2398.68129369636
"hsa-miR-4700-3p",73.5489638082522,48.0884828083674,34.4563816664484,22.7363155800602
"hsa-miR-4700-5p",5.65761260063478,19.235393123347,0,11.3681577900301
"hsa-miR-4701-3p",0,0,0,0
"hsa-miR-4701-5p",0,0,0,11.3681577900301
"hsa-miR-4703-3p",0,0,0,0
"hsa-miR-4703-5p",0,0,0,0
"hsa-miR-4704-3p",0,0,0,0
"hsa-miR-4704-5p",0,9.61769656167348,0,0
"hsa-miR-4705",209.331666223487,259.677807165184,399.694027330802,500.198942761325
"hsa-miR-4706",3100.37170514786,2817.98509257033,2784.07563864903,3467.28812595919
"hsa-miR-4707-3p",0,0,0,0
"hsa-miR-4707-5p",0,0,0,22.7363155800602
"hsa-miR-4708-3p",0,0,0,0
"hsa-miR-4708-5p",0,0,0,0
"hsa-miR-4709-3p",0,0,0,0
"hsa-miR-4709-5p",5.65761260063478,19.235393123347,0,11.3681577900301
"hsa-miR-4710",0,9.61769656167348,0,0
"hsa-miR-4711-3p",0,0,0,0
"hsa-miR-4711-5p",0,0,6.89127633328969,0
"hsa-miR-4712-3p",0,9.61769656167348,0,0
"hsa-miR-4712-5p",0,0,0,0
"hsa-miR-4713-3p",50.9185134057131,327.001683096898,296.324882331457,431.989996021145
"hsa-miR-4713-5p",0,0,0,0
"hsa-miR-4714-3p",0,0,0,0
"hsa-miR-4714-5p",0,19.235393123347,0,22.7363155800602
"hsa-miR-4715-3p",0,0,0,0
"hsa-miR-4715-5p",0,9.61769656167348,0,22.7363155800602
"hsa-miR-4716-3p",5.65761260063478,0,6.89127633328969,11.3681577900301
"hsa-miR-4716-5p",0,19.235393123347,13.7825526665794,11.3681577900301
"hsa-miR-4717-3p",350.771981239357,230.824717480164,578.867211996334,397.885522651054
"hsa-miR-4717-5p",503.527521456496,461.649434960327,565.084659329754,477.462627181265
"hsa-miR-4718",814.696214491409,682.856455878817,1226.64718732556,2069.00471778548
"hsa-miR-4719",0,0,0,0
"hsa-miR-4720-3p",0,0,0,0
"hsa-miR-4720-5p",0,0,0,0
"hsa-miR-4721",0,0,0,0
"hsa-miR-4722-3p",0,0,0,0
"hsa-miR-4722-5p",0,0,0,0
"hsa-miR-4723-3p",5.65761260063478,0,6.89127633328969,0
"hsa-miR-4723-5p",0,0,0,0
"hsa-miR-4724-3p",0,9.61769656167348,0,11.3681577900301
"hsa-miR-4724-5p",0,0,0,11.3681577900301
"hsa-miR-4725-3p",0,0,0,0
"hsa-miR-4725-5p",0,0,0,0
"hsa-miR-4726-3p",0,0,0,0
"hsa-miR-4726-5p",0,0,0,0
"hsa-miR-4727-3p",0,0,0,11.3681577900301
"hsa-miR-4727-5p",11.3152252012696,0,0,0
"hsa-miR-4728-3p",0,0,0,0
"hsa-miR-4728-5p",0,0,0,0
"hsa-miR-4729",0,0,0,0
"hsa-miR-4730",1844.38170780694,1317.62442894927,2032.92651832046,2546.46734496675
"hsa-miR-4731-3p",0,0,0,11.3681577900301
"hsa-miR-4731-5p",0,0,0,0
"hsa-miR-4732-3p",0,0,0,0
"hsa-miR-4732-5p",0,0,0,0
"hsa-miR-4733-3p",0,0,0,0
"hsa-miR-4733-5p",0,0,0,0
"hsa-miR-4734",0,0,0,0
"hsa-miR-4735-3p",0,0,0,0
"hsa-miR-4735-5p",56.5761260063478,211.589324356817,110.260421332635,306.940260330813
"hsa-miR-4736",0,9.61769656167348,0,0
"hsa-miR-4737",0,9.61769656167348,0,0
"hsa-miR-4738-3p",0,0,0,0
"hsa-miR-4738-5p",0,0,0,0
"hsa-miR-4739",469.581845852687,605.914883385429,888.97464699437,602.512362871597
"hsa-miR-4740-3p",0,0,0,0
"hsa-miR-4740-5p",0,0,0,0
"hsa-miR-4741",0,0,0,0
"hsa-miR-4742-3p",0,0,20.6738289998691,0
"hsa-miR-4742-5p",2336.59400406217,1663.86150516951,758.040396661866,3069.40260330813
"hsa-miR-4743-3p",0,0,0,0
"hsa-miR-4743-5p",0,0,6.89127633328969,0
"hsa-miR-4744",0,0,0,0
"hsa-miR-4745-3p",5.65761260063478,0,0,0
"hsa-miR-4745-5p",28.2880630031739,48.0884828083674,13.7825526665794,11.3681577900301
"hsa-miR-4746-3p",0,0,0,0
"hsa-miR-4746-5p",118.80986461333,86.5592690550613,48.2389343330278,102.313420110271
"hsa-miR-4747-3p",0,0,0,11.3681577900301
"hsa-miR-4747-5p",5.65761260063478,0,0,0
"hsa-miR-4748",0,0,0,0
"hsa-miR-4749-3p",0,0,0,0
"hsa-miR-4749-5p",0,0,0,0
"hsa-miR-4750-3p",0,0,0,0
"hsa-miR-4750-5p",0,9.61769656167348,6.89127633328969,0
"hsa-miR-4751",0,0,0,0
"hsa-miR-4752",2065.0285992317,1788.89156047127,2425.72926931797,2557.83550275678
"hsa-miR-4753-3p",0,0,0,0
"hsa-miR-4753-5p",0,0,0,0
"hsa-miR-4754",0,0,0,0
"hsa-miR-4755-3p",5.65761260063478,0,0,0
"hsa-miR-4755-5p",0,0,0,0
"hsa-miR-4756-3p",0,19.235393123347,13.7825526665794,22.7363155800602
"hsa-miR-4756-5p",0,0,0,0
"hsa-miR-4757-3p",0,0,0,0
"hsa-miR-4757-5p",0,9.61769656167348,0,0
"hsa-miR-4758-3p",0,0,0,0
"hsa-miR-4758-5p",0,0,0,0
"hsa-miR-4759",0,9.61769656167348,0,0
"hsa-miR-4760-3p",678.913512076174,625.150276508776,826.953159994763,682.089467401807
"hsa-miR-4760-5p",130.1250898146,57.7061793700409,186.064460998822,170.522366850452
"hsa-miR-4761-3p",0,0,0,0
"hsa-miR-4761-5p",0,0,0,0
"hsa-miR-4762-3p",0,0,0,0
"hsa-miR-4762-5p",0,0,0,0
"hsa-miR-4763-3p",0,0,0,0
"hsa-miR-4763-5p",0,0,0,0
"hsa-miR-4764-3p",16.9728378019044,0,27.5651053331588,34.1044733700904
"hsa-miR-4764-5p",22.6304504025391,0,20.6738289998691,0
"hsa-miR-4765",192.358828421583,163.500841548449,275.651053331588,90.945262320241
"hsa-miR-4766-3p",0,0,0,0
"hsa-miR-4766-5p",0,0,0,0
"hsa-miR-4767",5.65761260063478,0,0,11.3681577900301
"hsa-miR-4768-3p",0,0,0,0
"hsa-miR-4768-5p",0,0,0,0
"hsa-miR-4769-3p",0,0,0,0
"hsa-miR-4769-5p",0,0,0,0
"hsa-miR-4770",0,0,20.6738289998691,11.3681577900301
"hsa-miR-4771",1878.32738341075,1606.15532579947,3039.05286298075,4535.89495822202
"hsa-miR-4772-3p",0,0,0,0
"hsa-miR-4772-5p",0,0,0,0
"hsa-miR-4773",0,28.8530896850204,27.5651053331588,34.1044733700904
"hsa-miR-4774-3p",0,0,0,0
"hsa-miR-4774-5p",0,0,0,0
"hsa-miR-4775",5.65761260063478,48.0884828083674,6.89127633328969,22.7363155800602
"hsa-miR-4776-3p",0,0,0,0
"hsa-miR-4776-5p",0,0,0,0
"hsa-miR-4777-3p",0,0,0,0
"hsa-miR-4777-5p",0,0,0,0
"hsa-miR-4778-3p",0,0,0,11.3681577900301
"hsa-miR-4778-5p",56.5761260063478,28.8530896850204,62.0214869996072,113.681577900301
"hsa-miR-4779",152.755540217139,307.766289973551,103.369144999345,193.258682430512
"hsa-miR-4780",0,0,0,11.3681577900301
"hsa-miR-4781-3p",0,0,0,0
"hsa-miR-4781-5p",0,0,0,0
"hsa-miR-4782-3p",0,9.61769656167348,0,11.3681577900301
"hsa-miR-4782-5p",0,0,20.6738289998691,22.7363155800602
"hsa-miR-4783-3p",0,0,0,0
"hsa-miR-4783-5p",0,0,0,0
"hsa-miR-4784",0,9.61769656167348,0,0
"hsa-miR-4785",910.8756287022,711.709545563838,944.104857660687,738.930256351958
"hsa-miR-4786-3p",5.65761260063478,0,0,0
"hsa-miR-4786-5p",0,0,0,0
"hsa-miR-4787-3p",4503.45963010529,5087.76148112527,12755.7524929192,11686.466208151
"hsa-miR-4787-5p",0,19.235393123347,6.89127633328969,0
"hsa-miR-4788",0,0,0,11.3681577900301
"hsa-miR-4789-3p",0,0,6.89127633328969,0
"hsa-miR-4789-5p",0,28.8530896850204,6.89127633328969,102.313420110271
"hsa-miR-4790-3p",0,0,0,0
"hsa-miR-4790-5p",0,0,0,0
"hsa-miR-4791",0,0,0,0
"hsa-miR-4793-3p",0,0,0,0
"hsa-miR-4793-5p",0,0,6.89127633328969,0
"hsa-miR-4794",0,96.1769656167348,124.042973999214,68.2089467401807
"hsa-miR-4795-3p",0,0,0,0
"hsa-miR-4795-5p",961.794142107913,990.622745852368,1323.12505599162,2262.26340021599
"hsa-miR-4796-3p",0,0,0,0
"hsa-miR-4796-5p",0,0,0,0
"hsa-miR-4797-3p",0,0,0,0
"hsa-miR-4797-5p",0,19.235393123347,6.89127633328969,11.3681577900301
"hsa-miR-4798-3p",0,0,0,0
"hsa-miR-4798-5p",0,0,13.7825526665794,0
"hsa-miR-4799-3p",5.65761260063478,0,0,0
"hsa-miR-4799-5p",11.3152252012696,19.235393123347,6.89127633328969,11.3681577900301
"hsa-miR-4800-3p",0,0,0,0
"hsa-miR-4800-5p",0,0,0,11.3681577900301
"hsa-miR-4801",0,0,0,0
"hsa-miR-4802-3p",277.223017431104,278.913200288531,585.758488329624,431.989996021145
"hsa-miR-4802-5p",2975.9042279339,2144.74633325319,2032.92651832046,3933.38259535042
"hsa-miR-4803",0,0,41.3476579997381,11.3681577900301
"hsa-miR-4804-3p",0,0,0,0
"hsa-miR-4804-5p",0,0,0,11.3681577900301
"hsa-miR-483-3p",4865.54683654591,6232.26737196441,3197.55221864642,4865.57153413289
"hsa-miR-483-5p",1595.44675337901,1231.06515989421,1178.40825299254,2250.89524242596
"hsa-miR-484",1476.63688876568,1125.2704977158,716.692738662128,1693.85551071449
"hsa-miR-485-3p",0,0,0,0
"hsa-miR-485-5p",0,0,0,0
"hsa-miR-486-3p",0,0,6.89127633328969,0
"hsa-miR-486-5p",0,0,0,0
"hsa-miR-487a-3p",5.65761260063478,0,0,11.3681577900301
"hsa-miR-487a-5p",0,0,0,0
"hsa-miR-487b-3p",169.728378019044,115.412358740082,461.715514330409,215.994998010572
"hsa-miR-487b-5p",622.337386069826,471.267131522001,627.106146329362,431.989996021145
"hsa-miR-488-3p",0,0,0,0
"hsa-miR-488-5p",0,0,0,0
"hsa-miR-489-3p",0,0,20.6738289998691,11.3681577900301
"hsa-miR-489-5p",0,0,27.5651053331588,22.7363155800602
"hsa-miR-490-3p",0,0,0,11.3681577900301
"hsa-miR-490-5p",0,0,0,0
"hsa-miR-491-3p",0,0,0,0
"hsa-miR-491-5p",0,0,0,0
"hsa-miR-492",0,0,0,0
"hsa-miR-493-3p",0,0,0,0
"hsa-miR-493-5p",0,0,0,0
"hsa-miR-494-3p",0,0,0,0
"hsa-miR-494-5p",0,0,0,0
"hsa-miR-495-3p",11.3152252012696,0,0,0
"hsa-miR-495-5p",0,0,0,0
"hsa-miR-496",11.3152252012696,0,0,0
"hsa-miR-497-3p",0,0,0,0
"hsa-miR-497-5p",0,0,6.89127633328969,0
"hsa-miR-498-3p",1188.0986461333,952.151959605675,1715.92780698913,2887.51207866765
"hsa-miR-498-5p",16.9728378019044,259.677807165184,254.977224331718,329.676575910874
"hsa-miR-4999-3p",0,0,0,0
"hsa-miR-4999-5p",0,0,0,0
"hsa-miR-499a-3p",39.6032882044435,96.1769656167348,48.2389343330278,34.1044733700904
"hsa-miR-499a-5p",0,0,0,0
"hsa-miR-499b-3p",311.168693034913,240.442414041837,124.042973999214,341.044733700904
"hsa-miR-499b-5p",0,0,0,0
"hsa-miR-5000-3p",0,0,6.89127633328969,0
